Brand,Car_Type,Weight_kg,Wheel_Size_in,Engine_Size_L,Car_Age_Years,Tire_Design
Chevrolet,Coupe,1550,22,2.8,19,Wide-Cell Honeycomb
Kia,Wagon,2220,19,3.8,20,Wide-Cell Honeycomb
Honda,Sedan,2522,22,4.6,15,Wide-Cell Honeycomb
Honda,SUV,1482,22,2.6,6,Dense Texture Honeycomb
BMW,Sedan,1304,15,2.1,19,Compact Honeycomb
Ford,Truck,2091,18,4.6,20,Wide-Cell Honeycomb
Mercedes,Coupe,1697,20,1.8,18,Wide-Cell Honeycomb
Ford,Sedan,1645,21,2.1,13,Wide-Cell Honeycomb
Hyundai,Coupe,1829,17,3.9,13,Wide-Spaced Honeycomb
Chevrolet,Coupe,1562,14,3.2,4,Wide-Spaced Honeycomb
Mercedes,Truck,1724,19,1.5,10,Wide-Cell Honeycomb
Mercedes,Coupe,1307,19,4.4,17,Wide-Spaced Honeycomb
Mercedes,Wagon,1765,21,2.2,5,Wide-Cell Honeycomb
Honda,Van,1679,16,1.8,2,Wide-Spaced Honeycomb
BMW,Convertible,2933,21,4.3,18,Wide-Cell Honeycomb
Mercedes,Coupe,2035,16,4.9,13,Versatile Honeycomb
Honda,Hatchback,2098,15,2.4,5,Versatile Honeycomb
Ford,Sedan,2597,21,3.2,17,Wide-Cell Honeycomb
Hyundai,Wagon,2022,19,3.0,10,Wide-Cell Honeycomb
Kia,Van,2297,15,2.6,1,Versatile Honeycomb
Honda,SUV,1981,18,1.5,13,Wide-Cell Honeycomb
Kia,Sedan,1213,15,2.0,18,Compact Honeycomb
Kia,Convertible,1512,21,4.3,20,Wide-Cell Honeycomb
Honda,Sedan,2639,22,4.7,20,Wide-Cell Honeycomb
Audi,Van,2969,18,2.0,7,Wide-Cell Honeycomb
Hyundai,Hatchback,2532,16,4.0,15,Versatile Honeycomb
Audi,Convertible,2975,21,2.3,13,Wide-Cell Honeycomb
Ford,Truck,1757,17,4.8,3,Wide-Spaced Honeycomb
Hyundai,Van,2056,16,1.6,1,Versatile Honeycomb
Audi,Van,2760,19,2.5,14,Wide-Cell Honeycomb
Toyota,Coupe,1361,17,1.6,1,Compact Honeycomb
Chevrolet,Truck,2870,15,4.8,19,Versatile Honeycomb
BMW,Truck,2856,17,1.8,9,Versatile Honeycomb
Mercedes,Sedan,1459,16,2.5,12,Compact Honeycomb
Nissan,Coupe,1459,20,2.5,7,Dense Texture Honeycomb
Hyundai,SUV,1896,15,3.0,17,Wide-Spaced Honeycomb
Mercedes,Van,2483,18,2.3,18,Wide-Cell Honeycomb
Ford,Coupe,1575,21,2.6,5,Wide-Cell Honeycomb
Ford,Sedan,1249,17,2.7,12,Compact Honeycomb
Chevrolet,Wagon,1198,14,2.2,3,Compact Honeycomb
Audi,Van,1091,18,4.2,14,Wide-Spaced Honeycomb
BMW,Van,2675,15,4.6,9,Versatile Honeycomb
Chevrolet,Sedan,2995,21,2.1,1,Wide-Cell Honeycomb
Kia,Van,1350,15,4.5,8,Compact Honeycomb
Audi,Wagon,2520,15,1.7,14,Versatile Honeycomb
Ford,Van,2314,18,3.4,18,Wide-Cell Honeycomb
Nissan,Hatchback,1800,18,2.8,17,Wide-Cell Honeycomb
Chevrolet,Convertible,2712,17,1.9,3,Versatile Honeycomb
Audi,SUV,2467,15,3.0,20,Versatile Honeycomb
Toyota,Wagon,1680,15,1.8,13,Wide-Spaced Honeycomb
Nissan,Van,2233,18,3.1,4,Wide-Cell Honeycomb
BMW,Hatchback,2682,21,3.3,6,Wide-Cell Honeycomb
Ford,Van,2228,22,4.8,9,Wide-Cell Honeycomb
Hyundai,Coupe,1071,15,4.8,6,Compact Honeycomb
Mercedes,Hatchback,2200,17,3.2,16,Versatile Honeycomb
Audi,SUV,2670,19,4.5,13,Wide-Cell Honeycomb
Ford,Truck,1893,20,3.7,3,Wide-Cell Honeycomb
Hyundai,Sedan,1869,15,2.3,9,Wide-Spaced Honeycomb
Audi,SUV,1587,20,4.3,7,Wide-Cell Honeycomb
Nissan,Convertible,2215,14,2.3,15,Versatile Honeycomb
Toyota,Wagon,1872,16,3.0,13,Wide-Spaced Honeycomb
Toyota,Convertible,1316,16,4.4,6,Compact Honeycomb
Ford,Coupe,2465,14,2.5,12,Versatile Honeycomb
Chevrolet,Sedan,1225,21,5.0,8,Dense Texture Honeycomb
Chevrolet,Sedan,1948,15,4.6,3,Wide-Spaced Honeycomb
Chevrolet,Truck,1675,14,4.6,11,Wide-Spaced Honeycomb
Hyundai,Wagon,2523,22,3.6,13,Wide-Cell Honeycomb
Hyundai,Coupe,1551,20,3.5,19,Wide-Cell Honeycomb
BMW,SUV,1980,21,1.8,5,Wide-Cell Honeycomb
Audi,Convertible,1812,19,4.5,17,Wide-Cell Honeycomb
Ford,Sedan,1509,18,2.7,18,Wide-Cell Honeycomb
Hyundai,Hatchback,1470,21,3.4,20,Dense Texture Honeycomb
Honda,Hatchback,2395,19,2.5,9,Wide-Cell Honeycomb
Chevrolet,Van,2844,14,2.2,4,Versatile Honeycomb
Audi,Coupe,1510,22,4.4,15,Wide-Cell Honeycomb
Hyundai,Coupe,2446,16,2.2,13,Versatile Honeycomb
Mercedes,Truck,1759,16,3.0,9,Wide-Spaced Honeycomb
Toyota,Wagon,1403,21,3.8,2,Dense Texture Honeycomb
Honda,Van,2136,15,4.1,3,Versatile Honeycomb
Hyundai,SUV,1850,18,4.9,7,Wide-Cell Honeycomb
BMW,Convertible,2919,16,4.0,1,Versatile Honeycomb
Honda,Coupe,2132,14,1.6,18,Versatile Honeycomb
Audi,Sedan,2758,22,3.4,2,Wide-Cell Honeycomb
Mercedes,Sedan,1073,21,4.4,8,Dense Texture Honeycomb
Nissan,Hatchback,2800,22,4.8,6,Wide-Cell Honeycomb
Honda,Wagon,2355,21,2.7,12,Wide-Cell Honeycomb
Mercedes,Coupe,1668,22,4.6,2,Wide-Cell Honeycomb
Audi,Van,2936,21,3.5,20,Wide-Cell Honeycomb
Ford,Van,1675,19,3.7,8,Wide-Cell Honeycomb
Chevrolet,Hatchback,1024,17,4.4,1,Compact Honeycomb
Nissan,Coupe,2487,21,4.9,18,Wide-Cell Honeycomb
Kia,Hatchback,1811,18,2.0,4,Wide-Cell Honeycomb
Mercedes,Convertible,1959,19,3.1,4,Wide-Cell Honeycomb
Nissan,Convertible,1482,14,4.1,13,Compact Honeycomb
Kia,Sedan,2444,17,3.9,3,Versatile Honeycomb
Honda,Coupe,2147,16,4.3,13,Versatile Honeycomb
Honda,Convertible,1849,19,3.2,7,Wide-Cell Honeycomb
Mercedes,SUV,2151,21,4.1,18,Wide-Cell Honeycomb
Hyundai,Sedan,1499,16,2.9,10,Compact Honeycomb
Ford,Sedan,2264,22,3.6,5,Wide-Cell Honeycomb
BMW,Sedan,2737,16,4.3,12,Versatile Honeycomb
Ford,Hatchback,2106,15,3.0,9,Versatile Honeycomb
Audi,Van,2282,14,4.8,15,Versatile Honeycomb
BMW,Wagon,2548,21,2.9,1,Wide-Cell Honeycomb
Honda,Hatchback,1699,18,2.1,4,Wide-Cell Honeycomb
Toyota,Sedan,1984,14,4.6,12,Wide-Spaced Honeycomb
Kia,Wagon,2472,14,3.0,16,Versatile Honeycomb
Chevrolet,Truck,1668,18,3.8,14,Wide-Cell Honeycomb
Kia,Hatchback,2146,21,3.8,3,Wide-Cell Honeycomb
Ford,Wagon,2930,22,3.8,2,Wide-Cell Honeycomb
Mercedes,Wagon,2991,20,1.6,13,Wide-Cell Honeycomb
BMW,Van,2183,22,4.2,17,Wide-Cell Honeycomb
Honda,Convertible,2716,21,4.9,1,Wide-Cell Honeycomb
Hyundai,Van,1593,22,4.1,17,Wide-Cell Honeycomb
Honda,Hatchback,2268,18,4.7,3,Wide-Cell Honeycomb
Mercedes,SUV,1120,18,2.8,7,Wide-Spaced Honeycomb
Kia,SUV,2106,17,3.3,13,Versatile Honeycomb
Ford,Truck,2638,19,3.7,5,Wide-Cell Honeycomb
Mercedes,Convertible,1301,17,1.5,1,Compact Honeycomb
Audi,Convertible,1179,21,3.3,15,Dense Texture Honeycomb
Chevrolet,SUV,2666,16,3.3,16,Versatile Honeycomb
Hyundai,Coupe,1256,20,4.2,19,Dense Texture Honeycomb
Ford,Wagon,2048,14,3.8,8,Versatile Honeycomb
Ford,Convertible,1444,20,3.8,8,Dense Texture Honeycomb
BMW,Convertible,1819,19,3.9,7,Wide-Cell Honeycomb
Ford,Van,1696,21,3.6,8,Wide-Cell Honeycomb
Ford,Hatchback,1724,14,3.1,15,Wide-Spaced Honeycomb
Honda,Convertible,2780,16,4.1,15,Versatile Honeycomb
Mercedes,Convertible,1846,20,3.6,11,Wide-Cell Honeycomb
Chevrolet,SUV,2528,19,2.2,8,Wide-Cell Honeycomb
Kia,Coupe,1534,20,2.0,19,Wide-Cell Honeycomb
BMW,Van,1103,14,4.2,8,Compact Honeycomb
Mercedes,Coupe,1042,15,3.5,12,Compact Honeycomb
Kia,SUV,1464,20,1.9,9,Dense Texture Honeycomb
Ford,Coupe,2965,18,4.7,4,Wide-Cell Honeycomb
Mercedes,Truck,1353,16,3.2,15,Compact Honeycomb
Mercedes,Sedan,1503,21,3.1,19,Wide-Cell Honeycomb
Mercedes,Truck,2590,20,4.2,7,Wide-Cell Honeycomb
Nissan,Wagon,1229,18,3.0,9,Wide-Spaced Honeycomb
BMW,Truck,1632,20,3.7,13,Wide-Cell Honeycomb
Kia,Coupe,1182,19,1.9,18,Wide-Spaced Honeycomb
Chevrolet,Convertible,2576,21,4.2,3,Wide-Cell Honeycomb
Audi,Coupe,1024,19,3.0,15,Wide-Spaced Honeycomb
Nissan,SUV,1576,22,3.4,10,Wide-Cell Honeycomb
Toyota,SUV,1370,19,3.8,17,Wide-Spaced Honeycomb
Nissan,Convertible,1437,16,3.3,5,Compact Honeycomb
Kia,Van,1188,15,3.8,14,Compact Honeycomb
Audi,Hatchback,2698,22,3.4,4,Wide-Cell Honeycomb
BMW,Coupe,2688,19,1.7,6,Wide-Cell Honeycomb
Honda,Convertible,2925,19,3.3,10,Wide-Cell Honeycomb
Nissan,Wagon,2881,17,4.9,12,Versatile Honeycomb
Ford,SUV,1154,16,3.2,14,Compact Honeycomb
Mercedes,Wagon,1768,15,3.7,1,Wide-Spaced Honeycomb
Hyundai,Convertible,1753,21,3.1,14,Wide-Cell Honeycomb
Hyundai,Hatchback,2791,16,3.8,4,Versatile Honeycomb
Audi,Van,1890,19,4.4,13,Wide-Cell Honeycomb
Toyota,Hatchback,1148,20,2.4,18,Dense Texture Honeycomb
Kia,Coupe,2122,20,2.4,20,Wide-Cell Honeycomb
Toyota,Hatchback,1464,22,3.3,20,Dense Texture Honeycomb
Kia,Convertible,1313,15,2.5,6,Compact Honeycomb
Hyundai,Coupe,1234,15,4.0,20,Compact Honeycomb
Chevrolet,Hatchback,1245,20,2.2,13,Dense Texture Honeycomb
Audi,SUV,2692,15,4.9,3,Versatile Honeycomb
Honda,Wagon,2409,20,4.4,12,Wide-Cell Honeycomb
Kia,Coupe,2304,16,3.1,7,Versatile Honeycomb
Toyota,Hatchback,2908,22,4.3,1,Wide-Cell Honeycomb
Ford,Wagon,1304,17,2.4,7,Compact Honeycomb
Chevrolet,Coupe,1702,17,5.0,17,Wide-Spaced Honeycomb
Kia,Coupe,2541,20,4.1,18,Wide-Cell Honeycomb
Ford,Convertible,1923,20,4.4,18,Wide-Cell Honeycomb
Toyota,Van,2185,22,1.8,19,Wide-Cell Honeycomb
Audi,Hatchback,1803,19,3.7,11,Wide-Cell Honeycomb
Audi,Van,2203,15,4.9,16,Versatile Honeycomb
Hyundai,Truck,1372,20,3.9,19,Dense Texture Honeycomb
Toyota,Convertible,1101,20,3.8,4,Dense Texture Honeycomb
Audi,Convertible,1103,21,3.8,1,Dense Texture Honeycomb
Mercedes,Hatchback,2472,19,4.2,14,Wide-Cell Honeycomb
Ford,Sedan,2480,20,3.8,11,Wide-Cell Honeycomb
Kia,Wagon,1878,18,2.0,20,Wide-Cell Honeycomb
Chevrolet,Truck,2636,22,3.0,18,Wide-Cell Honeycomb
Toyota,Sedan,2570,21,1.5,12,Wide-Cell Honeycomb
Toyota,Sedan,1729,17,2.0,3,Wide-Spaced Honeycomb
BMW,Van,2490,21,3.4,2,Wide-Cell Honeycomb
Kia,Coupe,2929,21,4.5,3,Wide-Cell Honeycomb
Mercedes,Convertible,2412,16,3.9,16,Versatile Honeycomb
Toyota,Convertible,1981,18,3.2,11,Wide-Cell Honeycomb
Toyota,Truck,2238,21,4.2,14,Wide-Cell Honeycomb
Hyundai,Coupe,1536,17,1.9,12,Wide-Spaced Honeycomb
Kia,Van,2111,21,2.2,11,Wide-Cell Honeycomb
Audi,Van,2322,19,2.8,20,Wide-Cell Honeycomb
BMW,Convertible,2219,20,2.0,5,Wide-Cell Honeycomb
Chevrolet,Van,2354,20,3.4,9,Wide-Cell Honeycomb
Audi,Sedan,2035,15,2.2,4,Versatile Honeycomb
Hyundai,Coupe,2974,14,3.0,5,Versatile Honeycomb
Ford,Wagon,1502,15,3.2,20,Wide-Spaced Honeycomb
Chevrolet,Coupe,2876,18,3.4,20,Wide-Cell Honeycomb
Ford,SUV,1867,20,4.1,2,Wide-Cell Honeycomb
Hyundai,Van,1740,21,2.0,20,Wide-Cell Honeycomb
Mercedes,Van,1982,20,5.0,12,Wide-Cell Honeycomb
Hyundai,Convertible,1709,19,2.6,12,Wide-Cell Honeycomb
Ford,SUV,2950,21,2.8,6,Wide-Cell Honeycomb
Nissan,Coupe,1222,21,4.0,18,Dense Texture Honeycomb
Chevrolet,Coupe,1114,14,3.1,4,Compact Honeycomb
Mercedes,Convertible,1385,17,1.6,13,Compact Honeycomb
Audi,Wagon,2576,16,2.8,1,Versatile Honeycomb
Mercedes,Sedan,2614,19,3.5,7,Wide-Cell Honeycomb
BMW,Van,1748,14,4.7,19,Wide-Spaced Honeycomb
Chevrolet,Sedan,1694,14,4.3,19,Wide-Spaced Honeycomb
Ford,SUV,1601,20,3.2,8,Wide-Cell Honeycomb
Honda,Convertible,2987,15,3.3,5,Versatile Honeycomb
Mercedes,Coupe,1692,17,4.9,17,Wide-Spaced Honeycomb
Chevrolet,Convertible,1613,16,3.2,5,Wide-Spaced Honeycomb
Audi,Wagon,2967,20,2.2,9,Wide-Cell Honeycomb
Ford,Hatchback,2369,19,1.7,5,Wide-Cell Honeycomb
Kia,Wagon,2143,15,1.7,6,Versatile Honeycomb
Hyundai,Coupe,1467,22,3.0,9,Dense Texture Honeycomb
Kia,Sedan,2949,21,2.9,15,Wide-Cell Honeycomb
Kia,Hatchback,1516,14,3.5,12,Wide-Spaced Honeycomb
Chevrolet,SUV,1227,19,3.5,14,Wide-Spaced Honeycomb
Nissan,Sedan,2241,17,4.1,3,Versatile Honeycomb
Hyundai,Sedan,1663,21,4.0,13,Wide-Cell Honeycomb
Toyota,Coupe,2337,21,1.5,5,Wide-Cell Honeycomb
Audi,Truck,1716,21,2.6,20,Wide-Cell Honeycomb
Mercedes,Sedan,2375,16,3.6,3,Versatile Honeycomb
Nissan,Truck,1005,22,1.7,19,Dense Texture Honeycomb
Hyundai,Sedan,2534,22,3.7,7,Wide-Cell Honeycomb
Hyundai,Van,1511,18,4.7,11,Wide-Cell Honeycomb
Audi,Sedan,1770,18,4.5,11,Wide-Cell Honeycomb
BMW,Van,2106,17,2.0,11,Versatile Honeycomb
Hyundai,SUV,2312,21,3.1,20,Wide-Cell Honeycomb
Audi,Sedan,1554,22,3.5,9,Wide-Cell Honeycomb
Hyundai,Hatchback,2890,15,2.1,5,Versatile Honeycomb
Hyundai,Hatchback,1927,22,2.4,14,Wide-Cell Honeycomb
Mercedes,Hatchback,2665,22,3.5,12,Wide-Cell Honeycomb
Honda,Convertible,2178,15,4.8,7,Versatile Honeycomb
Hyundai,Van,1107,16,2.9,20,Compact Honeycomb
Ford,Van,1125,19,4.0,17,Wide-Spaced Honeycomb
Hyundai,Sedan,2032,14,2.0,7,Versatile Honeycomb
Nissan,Sedan,2005,18,2.3,14,Wide-Cell Honeycomb
Ford,Coupe,1256,21,2.0,17,Dense Texture Honeycomb
Audi,Sedan,1892,21,3.5,6,Wide-Cell Honeycomb
Kia,Hatchback,2578,20,3.4,1,Wide-Cell Honeycomb
Ford,Truck,1693,15,4.4,11,Wide-Spaced Honeycomb
Honda,Truck,1927,15,1.6,7,Wide-Spaced Honeycomb
Mercedes,Coupe,1616,20,4.8,18,Wide-Cell Honeycomb
Audi,Van,2602,17,2.2,5,Versatile Honeycomb
BMW,Sedan,1976,20,3.5,7,Wide-Cell Honeycomb
Ford,Convertible,1364,18,2.7,3,Wide-Spaced Honeycomb
Ford,SUV,2214,18,4.7,7,Wide-Cell Honeycomb
Toyota,Convertible,1084,21,4.7,20,Dense Texture Honeycomb
Audi,Hatchback,1276,22,3.2,18,Dense Texture Honeycomb
Nissan,SUV,2183,14,3.2,4,Versatile Honeycomb
Ford,SUV,1873,18,4.8,13,Wide-Cell Honeycomb
Honda,Hatchback,2515,18,2.1,19,Wide-Cell Honeycomb
Ford,Hatchback,1787,19,3.1,15,Wide-Cell Honeycomb
Kia,Coupe,2325,20,1.8,14,Wide-Cell Honeycomb
Audi,Coupe,2297,19,5.0,5,Wide-Cell Honeycomb
Ford,Coupe,2243,19,3.9,4,Wide-Cell Honeycomb
Audi,SUV,2001,17,4.0,8,Versatile Honeycomb
Nissan,Truck,2894,15,4.0,14,Versatile Honeycomb
Nissan,Wagon,2230,14,4.1,17,Versatile Honeycomb
Ford,Truck,2498,14,1.7,2,Versatile Honeycomb
Nissan,Hatchback,1124,17,2.7,5,Compact Honeycomb
Audi,Truck,2381,16,2.4,10,Versatile Honeycomb
Kia,Coupe,1746,15,4.4,20,Wide-Spaced Honeycomb
Mercedes,Wagon,1592,19,1.8,7,Wide-Cell Honeycomb
BMW,Truck,2955,14,2.6,13,Versatile Honeycomb
Audi,Coupe,1707,22,3.4,4,Wide-Cell Honeycomb
Honda,Coupe,1098,18,4.3,5,Wide-Spaced Honeycomb
Ford,Truck,2405,22,4.8,15,Wide-Cell Honeycomb
BMW,Sedan,1394,15,2.4,7,Compact Honeycomb
Honda,Hatchback,2509,19,3.9,1,Wide-Cell Honeycomb
BMW,Hatchback,1575,14,1.9,14,Wide-Spaced Honeycomb
Toyota,Coupe,2058,21,1.8,9,Wide-Cell Honeycomb
Nissan,Van,2396,17,3.6,4,Versatile Honeycomb
Ford,Coupe,1656,16,4.4,20,Wide-Spaced Honeycomb
BMW,Coupe,2497,18,2.7,14,Wide-Cell Honeycomb
Kia,Wagon,2256,15,2.9,19,Versatile Honeycomb
Honda,Wagon,1504,18,2.6,8,Wide-Cell Honeycomb
BMW,Truck,1515,15,1.5,19,Wide-Spaced Honeycomb
Honda,Coupe,2884,14,4.1,18,Versatile Honeycomb
Audi,Truck,2701,21,4.8,12,Wide-Cell Honeycomb
Nissan,Wagon,1453,15,2.9,14,Compact Honeycomb
Ford,Hatchback,2286,21,2.4,20,Wide-Cell Honeycomb
Honda,Convertible,1177,14,3.6,7,Compact Honeycomb
Toyota,Coupe,1089,18,4.1,11,Wide-Spaced Honeycomb
Kia,Hatchback,1427,22,5.0,20,Dense Texture Honeycomb
Audi,Van,2979,19,2.1,6,Wide-Cell Honeycomb
Ford,SUV,1378,17,4.4,8,Compact Honeycomb
Hyundai,SUV,1331,22,3.3,3,Dense Texture Honeycomb
Audi,Sedan,2173,17,5.0,14,Versatile Honeycomb
Ford,Van,1642,22,2.0,17,Wide-Cell Honeycomb
Hyundai,Truck,1909,18,2.4,8,Wide-Cell Honeycomb
Audi,Convertible,2847,19,2.9,6,Wide-Cell Honeycomb
Ford,Coupe,2680,16,3.8,16,Versatile Honeycomb
Honda,Sedan,2671,19,3.9,10,Wide-Cell Honeycomb
Mercedes,Coupe,1216,16,4.8,10,Compact Honeycomb
Honda,Hatchback,2024,14,4.6,11,Versatile Honeycomb
Ford,Truck,1979,15,4.5,17,Wide-Spaced Honeycomb
Hyundai,Hatchback,2699,19,3.4,1,Wide-Cell Honeycomb
Nissan,Sedan,1349,15,5.0,10,Compact Honeycomb
Mercedes,Convertible,1816,22,1.8,13,Wide-Cell Honeycomb
Hyundai,Hatchback,2189,16,4.0,6,Versatile Honeycomb
Ford,Coupe,2966,21,2.2,9,Wide-Cell Honeycomb
BMW,Sedan,1947,21,1.6,11,Wide-Cell Honeycomb
Honda,Wagon,2563,17,3.5,8,Versatile Honeycomb
Toyota,Truck,1052,19,4.8,3,Wide-Spaced Honeycomb
Kia,Coupe,1687,17,1.7,9,Wide-Spaced Honeycomb
Audi,Hatchback,1887,22,2.9,5,Wide-Cell Honeycomb
BMW,Truck,1802,20,1.6,20,Wide-Cell Honeycomb
Hyundai,Hatchback,1787,15,4.7,16,Wide-Spaced Honeycomb
Chevrolet,Sedan,1386,14,2.0,2,Compact Honeycomb
Chevrolet,Convertible,1456,18,4.2,16,Wide-Spaced Honeycomb
Audi,Convertible,2075,14,2.7,15,Versatile Honeycomb
BMW,Sedan,1222,16,2.1,18,Compact Honeycomb
Ford,Coupe,2577,14,3.1,8,Versatile Honeycomb
BMW,SUV,2018,21,2.2,18,Wide-Cell Honeycomb
Nissan,Wagon,2526,22,2.1,8,Wide-Cell Honeycomb
Hyundai,Wagon,1122,14,2.0,11,Compact Honeycomb
Nissan,Sedan,2245,22,4.8,13,Wide-Cell Honeycomb
Mercedes,Van,2628,22,4.2,20,Wide-Cell Honeycomb
Honda,Convertible,1291,21,2.2,9,Dense Texture Honeycomb
Mercedes,Convertible,1630,17,4.9,10,Wide-Spaced Honeycomb
BMW,Hatchback,2107,15,2.2,3,Versatile Honeycomb
Chevrolet,Van,2222,21,2.7,20,Wide-Cell Honeycomb
Nissan,Truck,1084,15,2.6,13,Compact Honeycomb
BMW,Coupe,1579,14,2.0,8,Wide-Spaced Honeycomb
Audi,SUV,2073,17,3.8,18,Versatile Honeycomb
Audi,Convertible,1258,17,2.0,14,Compact Honeycomb
Nissan,Van,1411,21,4.7,5,Dense Texture Honeycomb
Honda,Convertible,2848,15,4.8,18,Versatile Honeycomb
Kia,Truck,1867,19,3.2,11,Wide-Cell Honeycomb
Mercedes,Truck,1884,16,3.5,15,Wide-Spaced Honeycomb
Chevrolet,Sedan,2915,19,4.9,16,Wide-Cell Honeycomb
Honda,Van,1868,17,1.6,2,Wide-Spaced Honeycomb
Toyota,Truck,1934,18,2.8,19,Wide-Cell Honeycomb
Audi,SUV,1312,16,2.3,6,Compact Honeycomb
Hyundai,Van,1985,18,2.2,8,Wide-Cell Honeycomb
Kia,Convertible,1866,14,3.3,6,Wide-Spaced Honeycomb
Toyota,Van,2687,18,2.6,10,Wide-Cell Honeycomb
Audi,Hatchback,2074,21,2.7,20,Wide-Cell Honeycomb
Chevrolet,Wagon,2738,22,3.4,7,Wide-Cell Honeycomb
Chevrolet,SUV,1703,19,4.3,3,Wide-Cell Honeycomb
Toyota,Convertible,2338,18,3.2,7,Wide-Cell Honeycomb
Nissan,Coupe,2191,14,1.5,11,Versatile Honeycomb
Nissan,Convertible,2206,20,2.6,7,Wide-Cell Honeycomb
Honda,Hatchback,1058,15,4.1,5,Compact Honeycomb
Ford,Wagon,2756,19,4.0,14,Wide-Cell Honeycomb
Toyota,Wagon,2741,14,2.2,1,Versatile Honeycomb
Ford,SUV,2292,14,3.1,15,Versatile Honeycomb
Kia,Truck,2418,18,1.8,9,Wide-Cell Honeycomb
Toyota,Van,1457,19,4.7,5,Wide-Spaced Honeycomb
Chevrolet,Hatchback,1751,20,1.7,8,Wide-Cell Honeycomb
BMW,Convertible,1191,18,2.0,7,Wide-Spaced Honeycomb
Hyundai,SUV,1266,16,5.0,2,Compact Honeycomb
Audi,Hatchback,2609,19,3.3,4,Wide-Cell Honeycomb
BMW,SUV,2349,16,5.0,4,Versatile Honeycomb
BMW,Convertible,2194,21,4.1,17,Wide-Cell Honeycomb
Mercedes,Wagon,2509,14,2.2,9,Versatile Honeycomb
Chevrolet,Wagon,1598,20,2.5,11,Wide-Cell Honeycomb
Ford,Van,2869,21,3.6,6,Wide-Cell Honeycomb
Chevrolet,Sedan,2955,14,4.1,2,Versatile Honeycomb
Honda,Convertible,2271,19,4.0,6,Wide-Cell Honeycomb
Hyundai,Hatchback,1707,17,2.3,4,Wide-Spaced Honeycomb
Nissan,Convertible,2501,22,4.0,16,Wide-Cell Honeycomb
Honda,Convertible,1208,20,3.7,4,Dense Texture Honeycomb
Audi,Wagon,2772,22,4.5,16,Wide-Cell Honeycomb
Hyundai,Van,1200,19,2.5,13,Wide-Spaced Honeycomb
Honda,Coupe,1509,17,3.3,10,Wide-Spaced Honeycomb
Audi,Truck,2078,16,3.3,11,Versatile Honeycomb
Chevrolet,SUV,1306,21,2.4,1,Dense Texture Honeycomb
Nissan,SUV,1534,20,2.2,6,Wide-Cell Honeycomb
Honda,Coupe,2941,17,2.8,5,Versatile Honeycomb
Chevrolet,Coupe,2973,19,2.7,16,Wide-Cell Honeycomb
Hyundai,Coupe,1942,16,2.3,12,Wide-Spaced Honeycomb
Chevrolet,Convertible,2663,17,4.8,17,Versatile Honeycomb
Honda,SUV,2696,22,4.6,5,Wide-Cell Honeycomb
Mercedes,SUV,1643,22,3.9,19,Wide-Cell Honeycomb
BMW,Wagon,2471,21,2.9,12,Wide-Cell Honeycomb
Nissan,Truck,2455,19,3.7,16,Wide-Cell Honeycomb
Audi,Wagon,2656,21,4.9,2,Wide-Cell Honeycomb
Ford,Hatchback,1754,14,4.8,5,Wide-Spaced Honeycomb
BMW,Coupe,2165,18,4.8,10,Wide-Cell Honeycomb
Ford,Hatchback,2988,20,3.5,20,Wide-Cell Honeycomb
Audi,Van,2011,18,4.1,12,Wide-Cell Honeycomb
BMW,SUV,2643,22,2.0,8,Wide-Cell Honeycomb
Audi,Van,2447,19,2.1,6,Wide-Cell Honeycomb
BMW,Coupe,1954,21,1.8,7,Wide-Cell Honeycomb
BMW,Hatchback,1302,17,4.7,19,Compact Honeycomb
Audi,Coupe,2780,20,3.0,10,Wide-Cell Honeycomb
Hyundai,Sedan,2464,21,3.5,8,Wide-Cell Honeycomb
Audi,Hatchback,2988,15,3.5,16,Versatile Honeycomb
Honda,Hatchback,1701,21,1.8,5,Wide-Cell Honeycomb
Audi,Coupe,1422,17,4.8,10,Compact Honeycomb
Mercedes,Van,2518,21,3.7,9,Wide-Cell Honeycomb
Hyundai,Hatchback,2664,14,2.4,19,Versatile Honeycomb
Audi,Wagon,1336,14,1.5,4,Compact Honeycomb
Toyota,Sedan,2128,21,3.0,11,Wide-Cell Honeycomb
Mercedes,Truck,1899,17,3.4,17,Wide-Spaced Honeycomb
Hyundai,Coupe,1399,22,2.1,5,Dense Texture Honeycomb
Hyundai,Truck,1009,21,4.8,8,Dense Texture Honeycomb
Nissan,Wagon,2405,21,4.5,10,Wide-Cell Honeycomb
Toyota,Wagon,2829,18,4.3,1,Wide-Cell Honeycomb
Audi,Coupe,1521,21,4.8,1,Wide-Cell Honeycomb
Kia,Van,2763,22,3.1,12,Wide-Cell Honeycomb
BMW,Van,2227,22,4.8,13,Wide-Cell Honeycomb
Audi,Coupe,1317,16,4.2,20,Compact Honeycomb
Nissan,Hatchback,2456,14,4.3,10,Versatile Honeycomb
Toyota,Wagon,1420,16,3.0,18,Compact Honeycomb
BMW,Sedan,2464,19,3.8,1,Wide-Cell Honeycomb
Mercedes,Sedan,2583,21,3.4,3,Wide-Cell Honeycomb
BMW,SUV,1732,15,4.0,18,Wide-Spaced Honeycomb
Nissan,Convertible,1967,16,4.9,10,Wide-Spaced Honeycomb
Audi,Van,1172,21,3.1,15,Dense Texture Honeycomb
Hyundai,Sedan,2490,21,2.2,5,Wide-Cell Honeycomb
